target,Age,No_Pol,Gender,Car_Category,Subject_Car_Colour,Subject_Car_Make,LGA_Name,State,ProductName,PSD_month,PSD_day,PSD_year,PSD_quarter,PSD_dayofweek,PSD_weekend,PED_month,PED_day,PED_year,PED_quarter,PED_dayofweek,PED_weekend,Pol_Duration,max_Age,max_No_Pol,max_PSD_month,max_PSD_day,max_PSD_year,max_PSD_quarter,max_PSD_dayofweek,max_PSD_weekend,max_PED_month,max_PED_day,max_PED_year,max_PED_quarter,max_PED_dayofweek,max_PED_weekend,max_Pol_Duration,min_Age,min_No_Pol,min_PSD_month,min_PSD_day,min_PSD_year,min_PSD_quarter,min_PSD_dayofweek,min_PSD_weekend,min_PED_month,min_PED_day,min_PED_year,min_PED_quarter,min_PED_dayofweek,min_PED_weekend,min_Pol_Duration,Age_Bin
1,120,4,4,5,4,68,68,41,8,9,16,2010,3,3,0,12,31,2010,4,4,0,2544,120,4,11,28,2010,4,6,1,12,31,2011,4,6,1,8736,10,1,1,1,2010,1,0,0,11,27,2010,4,4,0,2544,6
0,78,2,4,7,18,68,82,41,1,10,23,2010,4,5,1,10,22,2011,4,5,1,8736,78,2,10,23,2010,4,5,1,10,22,2011,4,5,1,8736,78,2,10,23,2010,4,5,1,10,22,2011,4,5,1,8736,5
0,20,1,4,7,4,68,68,41,5,3,25,2010,1,3,0,3,24,2011,1,3,0,8736,144,4,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,8712,2
0,28,1,2,7,4,68,132,41,1,8,23,2010,3,0,0,8,22,2011,3,0,0,8736,72,4,12,28,2010,4,6,1,12,29,2011,4,6,1,8736,27,1,1,3,2010,1,0,0,1,2,2011,1,0,0,5976,2
0,42,1,2,3,19,28,96,41,1,5,23,2010,2,6,1,5,22,2011,2,6,1,8736,42,1,5,23,2010,2,6,1,5,22,2011,2,6,1,8736,42,1,5,23,2010,2,6,1,5,22,2011,2,6,1,8736,3
1,50,2,2,7,4,68,96,41,1,1,7,2010,1,3,0,1,6,2011,1,3,0,8736,68,6,11,31,2010,4,6,1,11,30,2011,4,6,1,8736,6,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2088,4
0,37,1,2,7,34,68,96,41,1,7,23,2010,3,4,0,7,22,2011,3,4,0,8736,43,1,8,23,2010,3,6,1,8,29,2011,3,6,1,13104,37,1,3,1,2010,1,0,0,7,14,2011,3,0,0,8736,3
0,34,1,2,1,7,68,68,41,1,7,24,2010,3,5,1,6,13,2011,2,0,0,7776,34,1,7,24,2010,3,5,1,6,13,2011,2,0,0,7776,34,1,7,24,2010,3,5,1,6,13,2011,2,0,0,7776,3
0,120,4,4,3,4,51,68,41,8,7,5,2010,3,0,0,12,31,2010,4,4,0,4296,120,4,9,16,2010,3,3,0,12,31,2010,4,4,0,4296,120,4,7,5,2010,3,0,0,12,31,2010,4,4,0,2544,6
0,44,1,4,7,4,50,68,41,1,9,17,2010,3,4,0,9,16,2011,3,4,0,8736,120,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8760,11,1,1,4,2010,1,0,0,1,3,2011,1,0,0,8400,3
0,120,2,4,6,34,68,68,41,0,7,30,2010,3,4,0,7,29,2011,3,4,0,8736,120,4,9,30,2010,3,6,1,9,29,2011,3,6,1,8736,36,1,1,9,2010,1,3,0,1,8,2011,1,3,0,4392,6
0,39,2,4,7,4,68,145,50,1,7,24,2010,3,5,1,7,23,2011,3,5,1,8736,61,4,11,25,2010,4,6,1,11,24,2011,4,6,1,8736,38,1,1,8,2010,1,0,0,1,1,2011,1,0,0,4248,3
0,29,1,2,3,4,68,68,41,1,9,16,2010,3,3,0,9,15,2011,3,3,0,8736,5939,4,12,31,2010,4,6,1,12,31,2011,4,6,1,9144,0,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2184,2
0,32,1,2,7,37,68,187,48,1,2,1,2010,1,0,0,1,31,2011,1,0,0,8736,32,1,2,1,2010,1,0,0,1,31,2011,1,0,0,8736,32,1,2,1,2010,1,0,0,1,31,2011,1,0,0,8736,3
0,57,1,4,7,19,56,78,48,6,12,12,2010,4,6,1,8,10,2011,3,2,0,5784,57,1,12,12,2010,4,6,1,8,10,2011,3,2,0,5784,57,1,12,12,2010,4,6,1,8,10,2011,3,2,0,5784,4
0,38,1,4,7,33,68,184,26,1,2,11,2010,1,3,0,2,10,2011,1,3,0,8736,38,1,2,11,2010,1,3,0,2,10,2011,1,3,0,8736,38,1,2,11,2010,1,3,0,2,10,2011,1,3,0,8736,3
0,12,3,2,7,19,68,68,41,6,1,15,2010,1,4,0,1,14,2011,1,4,0,8736,20,3,1,21,2010,1,4,0,1,14,2011,1,4,0,8736,12,3,1,15,2010,1,3,0,1,5,2011,1,2,0,8376,1
0,53,2,4,7,4,28,9,31,1,4,4,2010,2,6,1,4,3,2011,2,6,1,8736,71,3,11,31,2010,4,6,1,11,30,2011,4,6,1,8736,37,1,1,3,2010,1,0,0,1,2,2011,1,0,0,6384,4
0,65,1,2,7,4,50,96,41,5,2,12,2010,1,4,0,2,11,2011,1,4,0,8736,65,1,5,25,2010,2,6,1,5,24,2011,2,6,1,8736,1,1,2,12,2010,1,4,0,2,11,2011,1,4,0,8736,5
0,32,1,2,7,27,68,68,41,1,1,12,2010,1,1,0,1,11,2011,1,1,0,8736,76,2,12,31,2010,4,6,1,12,30,2011,4,6,1,8736,2,1,1,6,2010,1,0,0,1,4,2011,1,0,0,288,3
0,20,1,4,5,4,28,68,41,7,7,19,2010,3,0,0,7,18,2011,3,0,0,8736,20,1,7,19,2010,3,0,0,7,18,2011,3,0,0,8736,20,1,7,19,2010,3,0,0,7,18,2011,3,0,0,8736,2
0,30,1,2,7,4,68,68,41,5,10,30,2010,4,5,1,10,29,2011,4,5,1,8736,75,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,0,1,1,1,2010,1,0,0,1,1,2010,1,0,0,8712,2
0,48,1,4,3,9,68,168,41,6,3,27,2010,1,5,1,3,26,2011,1,5,1,8736,48,1,4,27,2010,2,5,1,4,26,2011,2,5,1,8736,48,1,3,19,2010,1,0,0,3,18,2011,1,0,0,8736,4
0,37,2,2,7,4,68,118,35,1,10,23,2010,4,5,1,5,27,2011,2,4,0,5184,37,2,12,23,2010,4,5,1,9,27,2011,3,4,0,6456,34,1,10,11,2010,4,5,1,5,6,2011,2,1,0,5184,3
0,37,1,4,7,34,68,96,41,1,12,12,2010,4,6,1,12,11,2011,4,6,1,8736,44,1,12,25,2010,4,6,1,12,16,2011,4,6,1,8736,32,1,3,4,2010,1,0,0,3,3,2011,1,0,0,5424,3
0,50,1,2,7,4,68,29,41,5,2,8,2010,1,0,0,2,7,2011,1,0,0,8736,50,1,2,8,2010,1,0,0,2,7,2011,1,0,0,8736,50,1,2,8,2010,1,0,0,2,7,2011,1,0,0,8736,4
0,53,2,4,7,34,59,99,41,1,11,13,2010,4,5,1,11,12,2011,4,5,1,8736,53,2,11,13,2010,4,5,1,11,12,2011,4,5,1,8736,53,2,11,13,2010,4,5,1,11,12,2011,4,5,1,8736,4
0,44,1,2,7,4,68,132,41,5,5,17,2010,2,0,0,5,16,2011,2,0,0,8736,53,4,11,30,2010,4,6,1,11,29,2011,4,6,1,8736,31,1,1,3,2010,1,0,0,1,2,2011,1,0,0,8736,3
0,35,2,4,3,4,43,68,41,1,7,1,2010,3,3,0,12,31,2010,4,4,0,4392,120,3,12,31,2010,4,6,1,12,31,2011,4,6,1,8760,6,1,1,1,2010,1,0,0,1,1,2010,1,0,0,2448,3
0,120,1,2,7,4,68,68,41,1,7,31,2010,3,5,1,7,30,2011,3,5,1,8736,120,2,12,31,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,1,2010,1,0,0,1,1,2011,1,0,0,2064,6
0,73,2,2,3,4,68,23,41,6,12,16,2010,4,3,0,12,15,2011,4,3,0,8736,73,2,12,16,2010,4,3,0,12,15,2011,4,3,0,8736,73,2,12,16,2010,4,3,0,12,15,2011,4,3,0,8736,5
0,34,1,4,3,4,43,32,8,1,12,27,2010,4,0,0,12,26,2011,4,0,0,8736,34,1,12,27,2010,4,0,0,12,26,2011,4,0,0,8736,34,1,12,27,2010,4,0,0,12,26,2011,4,0,0,8736,3
0,41,1,4,7,4,68,96,41,5,10,11,2010,4,0,0,10,9,2011,4,6,1,8712,120,3,12,30,2010,4,6,1,12,31,2011,4,6,1,8736,1,1,1,2,2010,1,0,0,1,1,2011,1,0,0,8712,3
0,56,1,2,3,4,31,68,41,5,2,25,2010,1,3,0,2,24,2011,1,3,0,8736,56,1,9,25,2010,3,5,1,9,24,2011,3,5,1,8736,38,1,2,4,2010,1,3,0,2,3,2011,1,3,0,8712,4
